weapon,fire_count,hit,damage_0_rate,distance_mean,distance_min,distance_max,HeadShot,NeckShot,TorsoShot,PelvisShot,ArmShot,LegShot,NonSpecific,player_name
AUG,10,0.6,0.1428571428571428,19.282857142857143,17.92,20.93,1.0,0.0,3.0,2.0,0.0,1.0,0.0,ZINO_NAM
Mk12,138,0.051,0.0,215.27428571428567,113.18,354.23,2.0,0.0,2.0,0.0,1.0,2.0,0.0,ZINO_NAM
Beryl M762,34,0.118,0.0,9.7325,6.82,11.43,1.0,0.0,1.0,1.0,0.0,1.0,0.0,O-O-O-02
Frag Grenade,2,1.0,0.3333333333333333,45.24,40.83,51.33,0.0,0.0,0.0,0.0,0.0,0.0,3.0,O-O-O-02
AUG,31,0.129,0.5,4.14125,3.62,4.95,0.0,0.0,6.0,2.0,0.0,0.0,0.0,PeakMaster-NO1
Mk12,35,0.057,0.5,82.105,72.13,96.68,1.0,0.0,2.0,0.0,1.0,0.0,0.0,PeakMaster-NO1
AUG,27,0.111,0.0,11.643333333333333,11.5,11.86,0.0,0.0,1.0,0.0,2.0,0.0,0.0,MVP-666946
Frag Grenade,1,0.0,1.0,66.54,66.54,66.54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MVP-666946
Frag Grenade,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,babyJoJo_-
Mini14,23,0.087,0.0,166.91500000000002,166.9,166.93,0.0,0.0,2.0,0.0,0.0,0.0,0.0,babyJoJo_-
AUG,73,0.014,0.0,160.09,160.09,160.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Fgg-0408
Mk12,15,0.133,0.75,1.91625,1.81,2.14,0.0,0.0,3.0,4.0,1.0,0.0,0.0,Fgg-0408
M249,36,0.111,0.0,49.6625,47.77,51.65,0.0,0.0,2.0,0.0,0.0,2.0,0.0,ZiaWalt
Frag Grenade,4,0.75,0.0,8.25,7.12,9.04,0.0,0.0,0.0,0.0,0.0,0.0,3.0,tian_8881
M249,187,0.096,0.55,8.9075,3.4,34.99,7.0,0.0,21.0,4.0,4.0,4.0,0.0,tian_8881
Mk12,44,0.159,0.2222222222222222,296.90777777777777,134.68,360.32,0.0,0.0,6.0,1.0,0.0,2.0,0.0,tian_8881
AUG,76,0.079,0.0,43.41833333333333,6.7,74.55,1.0,0.0,1.0,1.0,0.0,3.0,0.0,DG_WEIYI
Frag Grenade,3,0.667,0.5,58.7925,50.48,69.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,DG_WEIYI
M24,7,0.286,0.0,225.8,162.39,289.21,1.0,0.0,1.0,0.0,0.0,0.0,0.0,DG_WEIYI
AUG,26,0.115,0.5,52.005,47.69,60.93,1.0,0.0,2.0,0.0,2.0,1.0,0.0,R_Felix
AUG,11,0.091,0.0,74.66,74.66,74.66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Birty1-
AUG,110,0.109,0.1428571428571428,23.39071428571429,16.99,28.21,1.0,0.0,7.0,0.0,2.0,4.0,0.0,SSIB_chipski
Frag Grenade,2,0.5,0.0,37.93,37.93,37.93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SSIB_chipski
Mk12,222,0.081,0.1428571428571428,185.99809523809523,110.38,383.25,0.0,0.0,15.0,2.0,0.0,4.0,0.0,SSIB_chipski
Frag Grenade,1,1.0,0.0,35.34,35.34,35.34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VIP-888888888
VSS,111,0.027,0.0,150.05333333333334,66.33,193.55,0.0,0.0,2.0,0.0,1.0,0.0,0.0,VIP-888888888
M416,50,0.1,0.0,59.85,58.29,60.64,0.0,0.0,3.0,2.0,0.0,0.0,0.0,Archermm_-
Mk12,99,0.051,0.0,268.38199999999995,198.74,320.21,2.0,0.0,2.0,1.0,0.0,0.0,0.0,Archermm_-
Beryl M762,121,0.074,0.4,56.818,45.92,63.11,1.0,0.0,6.0,1.0,2.0,5.0,0.0,Trainee__0Txd
Frag Grenade,1,1.0,0.0,17.59,17.59,17.59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Trainee__0Txd
M24,8,0.125,0.0,108.54,108.54,108.54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sunshine-QoQ
MP5K,114,0.0,1.0,56.24,56.24,56.24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sunshine-QoQ
AKM,26,0.077,0.7142857142857143,18.564285714285717,2.37,49.81,0.0,0.0,1.0,6.0,0.0,0.0,0.0,Hyeok-_v
Beryl M762,12,0.167,0.0,2.145,1.9,2.39,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Hyeok-_v
M249,21,0.238,0.6153846153846154,56.04615384615385,54.71,58.12,0.0,0.0,5.0,2.0,1.0,5.0,0.0,He1Maobb
Mk12,48,0.021,0.5,172.29500000000002,160.75,183.84,0.0,0.0,1.0,0.0,0.0,1.0,0.0,He1Maobb
M249,32,0.062,0.0,73.735,73.71,73.76,0.0,0.0,1.0,0.0,1.0,0.0,0.0,413-abin
M416,19,0.105,0.0,3.405,3.29,3.52,0.0,0.0,2.0,0.0,0.0,0.0,0.0,413-abin
Mk12,59,0.085,0.6666666666666666,177.654,170.8,187.07,2.0,0.0,3.0,6.0,2.0,2.0,0.0,413-abin
SKS,10,0.1,0.0,16.9,16.9,16.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,dosirak12
M249,11,0.273,0.25,8.32,8.12,8.74,3.0,0.0,0.0,0.0,1.0,0.0,0.0,PooooDoooo
Mk12,7,0.286,0.0,199.745,199.62,199.87,1.0,0.0,0.0,1.0,0.0,0.0,0.0,PooooDoooo
Mini14,102,0.049,0.0,189.246,126.02,211.55,2.0,0.0,2.0,0.0,0.0,1.0,0.0,SoLoYou_Y1zz
UMP45,16,0.062,0.0,9.93,9.93,9.93,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Rosmi_
AUG,42,0.167,0.5625,7.49625,1.79,10.02,0.0,0.0,14.0,1.0,0.0,1.0,0.0,L1ff_
Frag Grenade,4,0.25,0.5,25.805,25.75,25.86,0.0,0.0,0.0,0.0,0.0,0.0,2.0,L1ff_
Mini14,12,0.083,0.0,201.91,201.91,201.91,0.0,0.0,1.0,0.0,0.0,0.0,0.0,L1ff_
AUG,14,0.286,0.0,16.505,3.62,38.51,0.0,0.0,2.0,1.0,1.0,0.0,0.0,Trainee__2Xyr
Beryl M762,19,0.105,0.3333333333333333,41.20333333333333,41.04,41.53,2.0,0.0,0.0,0.0,1.0,0.0,0.0,Hasley_
Mini14,138,0.116,0.3043478260869565,268.2678260869565,131.31,420.37,2.0,0.0,14.0,3.0,0.0,4.0,0.0,Hasley_
Vector,19,0.105,0.0,43.775,43.05,44.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Hasley_
AUG,64,0.094,0.5714285714285714,17.327142857142857,15.76,23.74,1.0,0.0,10.0,1.0,2.0,0.0,0.0,AsaGa_-
Frag Grenade,1,1.0,0.5,52.35,52.33,52.37,0.0,0.0,0.0,0.0,0.0,0.0,2.0,AsaGa_-
Mini14,134,0.045,0.5,130.37833333333333,68.12,197.3,1.0,0.0,8.0,2.0,0.0,1.0,0.0,AsaGa_-
Frag Grenade,2,0.0,1.0,71.2,71.2,71.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pleasecontrolme
M416,116,0.103,0.2941176470588235,21.681176470588237,3.16,68.38,2.0,0.0,12.0,0.0,1.0,2.0,0.0,pleasecontrolme
Mk12,198,0.066,0.3157894736842105,262.16052631578947,134.15,296.1,5.0,0.0,7.0,1.0,3.0,3.0,0.0,pleasecontrolme
ACE32,89,0.011,0.0,38.48,38.48,38.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,BONO_SeaOtter
AUG,17,0.059,0.0,37.26,37.26,37.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,x1aoyaba-
Frag Grenade,2,0.5,0.0,3.68,3.68,3.68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,x1aoyaba-
Mini14,45,0.111,0.0,150.24,115.4,177.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,x1aoyaba-
AKM,45,0.044,0.0,46.06,45.92,46.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0713_o
Mk12,69,0.145,0.0909090909090909,170.18818181818182,114.99,238.18,1.0,0.0,8.0,0.0,2.0,0.0,0.0,PiuOn-TunQLrVoR
Mk12,24,0.208,0.2857142857142857,95.88285714285712,68.71,114.11,1.0,0.0,3.0,0.0,2.0,1.0,0.0,CantoneseKiwi
AUG,87,0.057,0.0,44.982,23.38,104.17,2.0,0.0,2.0,0.0,1.0,0.0,0.0,We1gLa1Ke7_KBZ
Frag Grenade,2,0.5,0.5,32.77,20.55,44.99,0.0,0.0,0.0,0.0,0.0,0.0,2.0,We1gLa1Ke7_KBZ
Mk12,68,0.206,0.0,188.1764285714286,64.62,402.29,3.0,0.0,7.0,1.0,3.0,0.0,0.0,We1gLa1Ke7_KBZ
AUG,51,0.0,1.0,14.69,14.44,15.08,0.0,0.0,5.0,0.0,0.0,0.0,0.0,Polteun
Mk12,189,0.053,0.2307692307692307,165.59923076923076,99.98,211.85,4.0,0.0,8.0,0.0,0.0,1.0,0.0,Polteun
AUG,70,0.157,0.2666666666666666,31.670666666666666,0.77,65.36,1.0,0.0,6.0,1.0,4.0,3.0,0.0,06-28_-
Mk12,18,0.222,0.0,154.245,117.82,190.67,0.0,0.0,3.0,0.0,0.0,1.0,0.0,06-28_-
AUG,62,0.048,0.5714285714285714,15.544285714285715,14.31,17.09,2.0,0.0,2.0,0.0,2.0,1.0,0.0,Trainee__1Syq
AUG,47,0.021,0.0,54.4,54.4,54.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Axegang787
Kar98k,10,0.2,0.0,182.145,120.95,243.34,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Axegang787
AUG,24,0.292,0.3636363636363636,6.56,2.06,8.89,0.0,0.0,2.0,3.0,4.0,2.0,0.0,User-KdBaby
Frag Grenade,3,1.0,0.0,40.85333333333333,38.2,43.71,0.0,0.0,0.0,0.0,0.0,0.0,3.0,User-KdBaby
Mk12,121,0.05,0.0,201.99,199.89,204.52,1.0,0.0,2.0,1.0,0.0,2.0,0.0,User-KdBaby
M416,40,0.05,0.6,16.982,16.8,17.34,1.0,0.0,4.0,0.0,0.0,0.0,0.0,FreedomCGD
Beryl M762,118,0.025,0.0,52.11666666666667,47.79,60.58,0.0,0.0,1.0,0.0,2.0,0.0,0.0,Mac_-Arthur_
Kar98k,5,0.2,0.5,107.235,25.96,188.51,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Mac_-Arthur_
Frag Grenade,2,0.5,0.0,51.02,51.02,51.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,LazyMet
Thompson,28,0.0,1.0,6.0600000000000005,5.63,6.6,0.0,0.0,2.0,0.0,1.0,2.0,0.0,LazyMet
ACE32,38,0.211,0.4666666666666667,39.98800000000001,29.44,44.4,0.0,0.0,7.0,2.0,2.0,4.0,0.0,YeLiMaiZui-
Frag Grenade,3,0.0,1.0,52.835,39.92,65.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,YeLiMaiZui-
M24,3,0.0,1.0,30.89,30.89,30.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,YeLiMaiZui-
M416,114,0.044,0.7727272727272727,22.256363636363638,2.91,49.24,0.0,0.0,12.0,6.0,1.0,3.0,0.0,YeLiMaiZui-
Mini14,10,0.1,0.0,85.65,85.65,85.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,YeLiMaiZui-
M416,40,0.1,0.0,17.310000000000002,14.3,26.32,0.0,0.0,4.0,0.0,0.0,0.0,0.0,MaybeQQb
Beryl M762,67,0.179,0.4545454545454545,30.69909090909091,28.11,41.89,2.0,0.0,17.0,0.0,3.0,0.0,0.0,MasonLeones
Frag Grenade,2,1.5,0.25,38.225,34.18,44.85,0.0,0.0,0.0,0.0,0.0,0.0,4.0,MasonLeones
ACE32,70,0.057,0.6923076923076923,2.293846153846154,0.97,3.35,1.0,0.0,2.0,9.0,1.0,0.0,0.0,I-_O18
AKM,27,0.259,0.3,49.676,47.68,50.67,2.0,0.0,7.0,0.0,0.0,1.0,0.0,jackChen2
Frag Grenade,2,0.5,0.0,55.64,55.64,55.64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,jackChen2
M249,158,0.095,0.3478260869565217,29.292608695652174,19.5,39.7,1.0,0.0,8.0,3.0,1.0,10.0,0.0,jackChen2
Mk12,68,0.191,0.0,229.4830769230769,179.67,265.32,5.0,0.0,7.0,0.0,1.0,0.0,0.0,jackChen2
ACE32,90,0.133,0.3333333333333333,44.04611111111112,18.33,148.08,3.0,0.0,6.0,4.0,5.0,0.0,0.0,q76y6elk5
Frag Grenade,2,1.0,0.0,27.53,25.13,29.93,0.0,0.0,0.0,0.0,0.0,0.0,2.0,q76y6elk5
AKM,16,0.062,0.0,7.32,7.32,7.32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Chaogege88668
Kar98k,11,0.091,0.5,191.365,184.85,197.88,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Chaogege88668
UMP45,15,0.333,0.1666666666666666,11.545000000000002,11.13,11.96,1.0,0.0,4.0,0.0,1.0,0.0,0.0,Chaogege88668
VSS,18,0.056,0.8333333333333334,76.20833333333333,47.54,82.18,0.0,0.0,3.0,1.0,1.0,1.0,0.0,Chaogege88668
Mk12,11,0.182,0.0,67.89500000000001,67.89,67.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PUB-J8DA
Beryl M762,30,0.0,1.0,6.666,6.6,6.77,0.0,0.0,5.0,0.0,0.0,0.0,0.0,Turesa-Blume
Mk12,15,0.267,0.0,170.9275,118.27,223.62,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Turesa-Blume
Mk47 Mutant,11,0.091,0.0,56.31,56.31,56.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,shushu-naisi
Frag Grenade,2,1.0,0.0,56.07,55.1,57.04,0.0,0.0,0.0,0.0,0.0,0.0,2.0,kakakadadada
Mk12,35,0.086,0.0,255.25666666666663,240.46,268.85,0.0,0.0,1.0,0.0,0.0,2.0,0.0,kakakadadada
Mk12,84,0.238,0.375,32.474375,12.0,140.24,2.0,0.0,22.0,1.0,3.0,4.0,0.0,momopiki
Frag Grenade,2,0.0,1.0,74.87,74.87,74.87,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Izlforever
MG3,19,0.158,0.0,28.183333333333337,28.17,28.21,0.0,0.0,2.0,1.0,0.0,0.0,0.0,Izlforever
MP5K,39,0.077,0.4,75.284,74.97,75.78,1.0,0.0,3.0,0.0,1.0,0.0,0.0,Izlforever
ACE32,45,0.067,0.0,28.30333333333333,28.17,28.44,0.0,0.0,1.0,0.0,0.0,2.0,0.0,Wang_chuanT_T
SKS,21,0.048,0.8333333333333334,36.035,33.98,37.18,0.0,0.0,2.0,2.0,0.0,2.0,0.0,Wang_chuanT_T
Thompson,50,0.06,0.0,33.70333333333333,33.54,33.87,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Wang_chuanT_T
Beryl M762,26,0.038,0.0,12.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,buyaodawoaxiba
Frag Grenade,1,0.0,1.0,24.55,24.55,24.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,buyaodawoaxiba
AKM,29,0.069,0.0,44.8,43.25,46.35,0.0,0.0,1.0,0.0,1.0,0.0,0.0,qindaofu66
SCAR-L,21,0.19,0.2,35.932,35.93,35.94,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0736_740110
ACE32,47,0.021,0.0,165.94,165.94,165.94,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Beixixi-_
Frag Grenade,3,0.333,0.0,45.81,45.81,45.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Beixixi-_
M416,49,0.041,0.0,47.81,45.9,49.72,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Beixixi-_
Mk12,80,0.038,0.4,206.404,155.01,238.62,0.0,0.0,2.0,2.0,1.0,0.0,0.0,Beixixi-_
UMP45,10,0.1,0.0,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,EWRDwe123
Frag Grenade,2,0.5,0.0,36.64,36.64,36.64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,China-PLA-L-LieR
M249,239,0.025,0.5384615384615384,10.956923076923076,6.15,12.94,1.0,0.0,11.0,1.0,0.0,0.0,0.0,China-PLA-L-LieR
Mini14,91,0.011,0.8571428571428571,191.62857142857143,156.2,372.01,0.0,0.0,5.0,1.0,0.0,1.0,0.0,China-PLA-L-LieR
Beryl M762,87,0.115,0.4117647058823529,21.23588235294117,2.95,78.36,2.0,0.0,10.0,2.0,3.0,0.0,0.0,BOBOGOTO
SKS,10,0.1,0.0,116.53,116.53,116.53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,BOBOGOTO
Beryl M762,10,0.2,0.0,21.46,21.45,21.47,0.0,0.0,2.0,0.0,0.0,0.0,0.0,woshi001a
M16A4,15,0.2,0.625,58.54875,55.89,59.45,1.0,0.0,5.0,1.0,0.0,1.0,0.0,woshi001a
Thompson,44,0.091,0.7142857142857143,5.556428571428572,1.8,8.29,2.0,0.0,8.0,2.0,1.0,1.0,0.0,woshi001a
Kar98k,18,0.278,0.1666666666666666,152.70666666666668,97.66,198.14,2.0,0.0,4.0,0.0,0.0,0.0,0.0,China-PLA-L-QiQi
M416,156,0.09,0.0,57.92785714285714,18.9,109.53,1.0,0.0,5.0,3.0,0.0,5.0,0.0,China-PLA-L-QiQi
M24,17,0.471,0.1111111111111111,170.3488888888889,97.44,253.21,1.0,0.0,8.0,0.0,0.0,0.0,0.0,sumyee_32
MP5K,99,0.101,0.4444444444444444,18.005,9.64,34.65,1.0,0.0,14.0,0.0,3.0,0.0,0.0,sumyee_32
ACE32,43,0.023,0.0,38.33,38.33,38.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,yzgSEIWs5
Mk12,50,0.1,0.1666666666666666,277.12166666666667,228.29,353.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,yzgSEIWs5
ACE32,19,0.211,0.0,4.395,4.12,4.73,0.0,0.0,3.0,0.0,1.0,0.0,0.0,Guardian-dream
Beryl M762,85,0.129,0.1538461538461538,33.50615384615384,24.52,51.21,2.0,0.0,8.0,2.0,1.0,0.0,0.0,Guardian-dream
SKS,33,0.03,0.0,177.42,177.42,177.42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Guardian-dream
M416,8,0.25,0.0,92.55,92.45,92.65,1.0,0.0,1.0,0.0,0.0,0.0,0.0,PM8iJyb1p1xrJ
Frag Grenade,1,0.0,1.0,41.86,41.86,41.86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Angel-LL88
M24,20,0.15,0.4,89.838,49.74,240.32,1.0,0.0,1.0,0.0,3.0,0.0,0.0,Angel-LL88
MP5K,49,0.143,0.6818181818181818,15.895,6.55,45.78,1.0,0.0,15.0,2.0,2.0,2.0,0.0,Angel-LL88
AKM,60,0.183,0.0,30.52636363636364,1.39,95.72,1.0,0.0,7.0,0.0,1.0,2.0,0.0,wiwp2009
Kar98k,9,0.111,0.0,252.54,252.54,252.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wiwp2009
ACE32,22,0.273,0.3333333333333333,44.54111111111112,5.61,49.6,1.0,0.0,5.0,1.0,2.0,0.0,0.0,Ran_bingLUAN
SKS,6,0.0,1.0,49.05,48.87,49.23,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Ran_bingLUAN
AUG,2,0.0,1.0,52.68,52.68,52.68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TomcangTomsu
Micro UZI,45,0.244,0.3529411764705882,2.9905882352941173,2.08,3.67,3.0,0.0,11.0,1.0,2.0,0.0,0.0,hangZZZ-_
AKM,48,0.188,0.1,18.841,8.72,28.51,0.0,0.0,5.0,2.0,1.0,2.0,0.0,Gtdashab
MP5K,54,0.093,0.0,50.202,42.2,62.94,2.0,0.0,3.0,0.0,0.0,0.0,0.0,Gtdashab
Beryl M762,13,0.154,0.0,32.69,32.69,32.69,0.0,0.0,1.0,0.0,1.0,0.0,0.0,See_me_perform
Kar98k,20,0.15,0.0,140.94333333333336,57.71,184.97,1.0,0.0,2.0,0.0,0.0,0.0,0.0,See_me_perform
Vector,25,0.12,0.7857142857142857,3.592142857142857,2.02,4.92,3.0,0.0,9.0,0.0,2.0,0.0,0.0,See_me_perform
AUG,94,0.043,0.84,15.2964,1.02,71.0,8.0,0.0,6.0,3.0,4.0,4.0,0.0,7zaii_
Frag Grenade,4,0.25,0.0,2.02,2.02,2.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7zaii_
Mk12,250,0.096,0.2,162.46066666666667,60.73,273.14,1.0,0.0,17.0,6.0,3.0,3.0,0.0,98k-QWEWE
M416,44,0.045,0.0,64.335,40.82,87.85,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4AMSqmm
ACE32,34,0.147,0.4444444444444444,3.553333333333333,0.76,11.03,0.0,0.0,7.0,1.0,0.0,1.0,0.0,angla369
Frag Grenade,1,1.0,0.5,5.075,0.0,10.15,0.0,0.0,0.0,0.0,0.0,0.0,2.0,angla369
ACE32,28,0.107,0.0,46.71666666666667,35.93,68.29,0.0,0.0,2.0,1.0,0.0,0.0,0.0,177_zZ
Mk47 Mutant,103,0.126,0.5,24.595769230769232,1.84,47.21,3.0,0.0,13.0,5.0,3.0,2.0,0.0,177_zZ
AUG,149,0.054,0.2,36.772,21.74,65.66,3.0,0.0,7.0,0.0,0.0,0.0,0.0,Yi_Ge_Hun
Beryl M762,26,0.038,0.0,32.99,32.99,32.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yi_Ge_Hun
Frag Grenade,3,0.333,0.0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yi_Ge_Hun
Mk12,102,0.049,0.5454545454545454,302.86454545454546,171.34,371.77,1.0,0.0,5.0,2.0,3.0,0.0,0.0,Yi_Ge_Hun
Frag Grenade,5,0.4,0.0,16.365,14.03,18.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GodXiaoVV
M416,129,0.078,0.5833333333333334,13.050416666666663,0.71,74.96,4.0,0.0,15.0,0.0,2.0,3.0,0.0,GodXiaoVV
Mini14,17,0.059,0.8,75.72999999999999,71.57,76.95,0.0,0.0,5.0,0.0,0.0,0.0,0.0,GodXiaoVV
Frag Grenade,3,0.667,0.0,19.935,13.69,26.18,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Uu_ya
M416,71,0.141,0.4117647058823529,49.96235294117647,2.28,65.36,3.0,0.0,4.0,3.0,2.0,5.0,0.0,Uu_ya
Mini14,21,0.429,0.0,128.49222222222224,77.75,251.32,6.0,0.0,2.0,0.0,1.0,0.0,0.0,Uu_ya
Beryl M762,24,0.083,0.0,4.44,4.39,4.49,0.0,0.0,1.0,0.0,0.0,1.0,0.0,WEN-MING-SUI-HE
M416,32,0.062,0.0,18.725,3.2,34.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Fya-xixi
ACE32,7,0.143,0.0,19.42,19.42,19.42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No1oveJie
Beryl M762,16,0.188,0.0,21.183333333333334,19.93,23.5,0.0,0.0,2.0,1.0,0.0,0.0,0.0,No1oveJie
Frag Grenade,2,0.5,0.0,25.96,25.96,25.96,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No1oveJie
M24,14,0.214,0.0,86.70333333333333,51.78,108.74,2.0,0.0,1.0,0.0,0.0,0.0,0.0,No1oveJie
M24,3,0.333,0.0,242.19,242.19,242.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,theohaha
ACE32,9,0.111,0.0,16.94,16.94,16.94,0.0,0.0,0.0,1.0,0.0,0.0,0.0,KingMgX
ACE32,26,0.115,0.75,1.830833333333333,0.83,2.58,1.0,0.0,7.0,0.0,0.0,4.0,0.0,DreamForesee
M416,4,0.25,0.0,6.43,6.43,6.43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DreamForesee
Frag Grenade,3,0.333,0.0,25.08,25.08,25.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,UName_-
M24,38,0.342,0.1875,147.955625,67.96,344.69,2.0,0.0,8.0,1.0,3.0,2.0,0.0,UName_-
M249,228,0.061,0.3333333333333333,31.950952380952383,8.77,68.95,0.0,0.0,16.0,0.0,1.0,4.0,0.0,UName_-
Molotov Cocktail,1,1.0,0.0,16.65,16.65,16.65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,UName_-
M416,12,0.25,0.4,6.462000000000001,6.24,6.68,3.0,0.0,2.0,0.0,0.0,0.0,0.0,Longzheluola66
Mk12,33,0.242,0.0,221.51625,201.59,235.86,1.0,0.0,3.0,2.0,1.0,1.0,0.0,Longzheluola66
ACE32,17,0.176,0.4,3.2920000000000003,3.1,3.78,1.0,0.0,4.0,0.0,0.0,0.0,0.0,golCgvOM4S
Beryl M762,14,0.214,0.0,50.67,50.67,50.67,0.0,0.0,0.0,1.0,1.0,1.0,0.0,sptn59eqm1
AUG,17,0.176,0.5714285714285714,1.6785714285714286,1.33,2.5,1.0,0.0,6.0,0.0,0.0,0.0,0.0,Astralis_Baby
Mk12,9,0.333,0.0,57.65,57.62,57.71,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Astralis_Baby
AKM,138,0.13,0.28,33.6704,13.76,77.97,3.0,0.0,16.0,1.0,3.0,2.0,0.0,Kigoss397
Frag Grenade,2,0.5,0.0,22.32,22.32,22.32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Kigoss397
Molotov Cocktail,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Kigoss397
AUG,61,0.049,0.0,17.746666666666666,7.17,37.43,1.0,0.0,1.0,0.0,1.0,0.0,0.0,mmp6cc
Thompson,52,0.096,0.7368421052631579,4.195263157894736,1.73,8.47,0.0,0.0,16.0,0.0,3.0,0.0,0.0,YUYI-LONG
VSS,32,0.125,0.0,111.1875,53.48,154.3,1.0,0.0,2.0,0.0,1.0,0.0,0.0,YUYI-LONG
ACE32,22,0.182,0.6,27.008,26.93,27.38,0.0,0.0,6.0,2.0,2.0,0.0,0.0,No_1-Wei
AKM,53,0.113,0.0,30.62833333333333,27.36,32.38,2.0,0.0,2.0,1.0,0.0,1.0,0.0,xiaonaimo1
AUG,149,0.054,0.3333333333333333,30.499166666666667,14.3,59.29,0.0,0.0,7.0,3.0,1.0,1.0,0.0,China-PLA-L-DGB
Frag Grenade,5,0.8,0.0,41.7275,27.22,58.23,0.0,0.0,0.0,0.0,0.0,0.0,4.0,China-PLA-L-DGB
Mini14,54,0.093,0.0,139.81799999999998,22.67,176.28,1.0,0.0,2.0,0.0,2.0,0.0,0.0,China-PLA-L-DGB
Beryl M762,76,0.026,0.0,76.015,75.9,76.13,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Wuwuuui
M24,3,0.333,0.0,209.06,209.06,209.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,HHY-ksdd
Beryl M762,78,0.128,0.5238095238095238,7.730476190476191,4.39,17.98,1.0,0.0,13.0,1.0,4.0,2.0,0.0,Freedom_py
Kar98k,22,0.136,0.0,246.16,219.76,271.3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Freedom_py
AKM,28,0.25,0.0,34.362857142857145,28.42,40.95,0.0,0.0,3.0,1.0,1.0,2.0,0.0,me1shuaige
